year,category,subcategory,metric,value,unit,location,source
2015,Gender,Overall | India - West,Female representation %,22.17,%,India - West,HRIS extract
2021,Age,New Hires <30 | India - East,Share of total %,32.48,%,India - East,HRIS extract
2021,Age,New Hires <30 | India - Central,Headcount,716,count,India - Central,HRIS extract
2021,Age,New Hires <30 | India - Central,Share of total %,23.03,%,India - Central,HRIS extract
2021,Age,New Hires <30 | India - North-East,Headcount,2451,count,India - North-East,HRIS extract
2021,Age,New Hires <30 | India - North-East,Share of total %,6.47,%,India - North-East,HRIS extract
2021,Age,New Hires <30 | Asia ex-India - SE Asia,Headcount,2628,count,Asia ex-India - SE Asia,HRIS extract
2021,Age,New Hires <30 | Asia ex-India - SE Asia,Share of total %,30.28,%,Asia ex-India - SE Asia,HRIS extract
2021,Age,New Hires <30 | Asia ex-India - East Asia,Headcount,1191,count,Asia ex-India - East Asia,HRIS extract
2021,Age,New Hires <30 | Asia ex-India - East Asia,Share of total %,20.62,%,Asia ex-India - East Asia,HRIS extract
2021,Age,New Hires <30 | Middle East & Africa,Headcount,2179,count,Middle East & Africa,HRIS extract
2021,Age,New Hires <30 | Middle East & Africa,Share of total %,8.31,%,Middle East & Africa,HRIS extract
2021,Age,New Hires <30 | EMEA - Western Europe,Headcount,2085,count,EMEA - Western Europe,HRIS extract
2021,Age,New Hires <30 | EMEA - Western Europe,Share of total %,10.4,%,EMEA - Western Europe,HRIS extract
2021,Age,New Hires <30 | EMEA - Eastern Europe,Headcount,2477,count,EMEA - Eastern Europe,HRIS extract
2021,Age,New Hires <30 | EMEA - Eastern Europe,Share of total %,20.55,%,EMEA - Eastern Europe,HRIS extract
2021,Age,New Hires <30 | Americas - North,Headcount,640,count,Americas - North,HRIS extract
2021,Age,New Hires <30 | Americas - North,Share of total %,15.73,%,Americas - North,HRIS extract
2021,Age,New Hires <30 | Americas - LatAm,Headcount,2828,count,Americas - LatAm,HRIS extract
2021,Age,New Hires <30 | Americas - LatAm,Share of total %,9.95,%,Americas - LatAm,HRIS extract
2021,Age,Voluntary Attrition <30 | India - West,Headcount,545,count,India - West,HRIS extract
2021,Age,Voluntary Attrition <30 | India - West,Share of total %,20.49,%,India - West,HRIS extract
2021,Age,Voluntary Attrition <30 | India - North,Headcount,1533,count,India - North,HRIS extract
2021,Age,Voluntary Attrition <30 | India - North,Share of total %,37.81,%,India - North,HRIS extract
2021,Age,Voluntary Attrition <30 | India - South,Headcount,3227,count,India - South,HRIS extract
2021,Age,Voluntary Attrition <30 | India - South,Share of total %,26.18,%,India - South,HRIS extract
2021,Age,Voluntary Attrition <30 | India - East,Headcount,1720,count,India - East,HRIS extract
2021,Age,Voluntary Attrition <30 | India - East,Share of total %,8.0,%,India - East,HRIS extract
2021,Age,Voluntary Attrition <30 | India - Central,Headcount,566,count,India - Central,HRIS extract
2021,Age,Voluntary Attrition <30 | India - Central,Share of total %,42.6,%,India - Central,HRIS extract
2021,Age,Voluntary Attrition <30 | India - North-East,Headcount,1024,count,India - North-East,HRIS extract
2021,Age,Voluntary Attrition <30 | India - North-East,Share of total %,5.19,%,India - North-East,HRIS extract
2021,Age,Voluntary Attrition <30 | Asia ex-India - SE Asia,Headcount,2726,count,Asia ex-India - SE Asia,HRIS extract
2021,Age,Voluntary Attrition <30 | Asia ex-India - SE Asia,Share of total %,26.75,%,Asia ex-India - SE Asia,HRIS extract
2021,Age,Voluntary Attrition <30 | Asia ex-India - East Asia,Headcount,1638,count,Asia ex-India - East Asia,HRIS extract
2021,Age,Voluntary Attrition <30 | Asia ex-India - East Asia,Share of total %,11.39,%,Asia ex-India - East Asia,HRIS extract
2021,Age,Voluntary Attrition <30 | Middle East & Africa,Headcount,2828,count,Middle East & Africa,HRIS extract
2021,Age,Voluntary Attrition <30 | Middle East & Africa,Share of total %,14.68,%,Middle East & Africa,HRIS extract
2021,Age,Voluntary Attrition <30 | EMEA - Western Europe,Headcount,211,count,EMEA - Western Europe,HRIS extract
2021,Age,Voluntary Attrition <30 | EMEA - Western Europe,Share of total %,6.88,%,EMEA - Western Europe,HRIS extract
2021,Age,Voluntary Attrition <30 | EMEA - Eastern Europe,Headcount,94,count,EMEA - Eastern Europe,HRIS extract
2021,Age,Voluntary Attrition <30 | EMEA - Eastern Europe,Share of total %,34.4,%,EMEA - Eastern Europe,HRIS extract
2021,Age,Voluntary Attrition <30 | Americas - North,Headcount,2047,count,Americas - North,HRIS extract
2021,Age,Voluntary Attrition <30 | Americas - North,Share of total %,23.21,%,Americas - North,HRIS extract
2021,Age,Voluntary Attrition <30 | Americas - LatAm,Headcount,1166,count,Americas - LatAm,HRIS extract
2021,Age,Voluntary Attrition <30 | Americas - LatAm,Share of total %,44.73,%,Americas - LatAm,HRIS extract
2021,Age,Voluntary Attrition >50 | India - West,Headcount,519,count,India - West,HRIS extract
2021,Age,Voluntary Attrition >50 | India - West,Share of total %,30.89,%,India - West,HRIS extract
2021,Age,Voluntary Attrition >50 | India - North,Headcount,2335,count,India - North,HRIS extract
2021,Age,Voluntary Attrition >50 | India - North,Share of total %,24.94,%,India - North,HRIS extract
2021,Age,Voluntary Attrition >50 | India - South,Headcount,1258,count,India - South,HRIS extract
2021,Age,Voluntary Attrition >50 | India - South,Share of total %,16.99,%,India - South,HRIS extract
2021,Age,Voluntary Attrition >50 | India - East,Headcount,1959,count,India - East,HRIS extract
2021,Age,Voluntary Attrition >50 | India - East,Share of total %,16.9,%,India - East,HRIS extract
2021,Age,Voluntary Attrition >50 | India - Central,Headcount,1674,count,India - Central,HRIS extract
2021,Age,Voluntary Attrition >50 | India - Central,Share of total %,17.88,%,India - Central,HRIS extract
2021,Age,Voluntary Attrition >50 | India - North-East,Headcount,988,count,India - North-East,HRIS extract
2021,Age,Voluntary Attrition >50 | India - North-East,Share of total %,40.91,%,India - North-East,HRIS extract
2021,Age,Voluntary Attrition >50 | Asia ex-India - SE Asia,Headcount,1067,count,Asia ex-India - SE Asia,HRIS extract
2021,Age,Voluntary Attrition >50 | Asia ex-India - SE Asia,Share of total %,9.84,%,Asia ex-India - SE Asia,HRIS extract
2021,Age,Voluntary Attrition >50 | Asia ex-India - East Asia,Headcount,390,count,Asia ex-India - East Asia,HRIS extract
2021,Age,Voluntary Attrition >50 | Asia ex-India - East Asia,Share of total %,42.27,%,Asia ex-India - East Asia,HRIS extract
2021,Age,Voluntary Attrition >50 | Middle East & Africa,Headcount,1008,count,Middle East & Africa,HRIS extract
2021,Age,Voluntary Attrition >50 | Middle East & Africa,Share of total %,39.1,%,Middle East & Africa,HRIS extract
2021,Age,Voluntary Attrition >50 | EMEA - Western Europe,Headcount,120,count,EMEA - Western Europe,HRIS extract
2021,Age,Voluntary Attrition >50 | EMEA - Western Europe,Share of total %,16.58,%,EMEA - Western Europe,HRIS extract
2021,Age,Voluntary Attrition >50 | EMEA - Eastern Europe,Headcount,3435,count,EMEA - Eastern Europe,HRIS extract
2021,Age,Voluntary Attrition >50 | EMEA - Eastern Europe,Share of total %,23.17,%,EMEA - Eastern Europe,HRIS extract
2021,Age,Voluntary Attrition >50 | Americas - North,Headcount,613,count,Americas - North,HRIS extract
2021,Age,Voluntary Attrition >50 | Americas - North,Share of total %,41.49,%,Americas - North,HRIS extract
2021,Age,Voluntary Attrition >50 | Americas - LatAm,Headcount,2891,count,Americas - LatAm,HRIS extract
2021,Age,Voluntary Attrition >50 | Americas - LatAm,Share of total %,22.48,%,Americas - LatAm,HRIS extract
2021,Disability,Overall | India - West,Differently abled %,2.19,%,India - West,HRIS extract
2021,Disability,Overall | India - West,Headcount,111,count,India - West,HRIS extract
2021,Disability,Overall | India - North,Differently abled %,2.87,%,India - North,HRIS extract
2021,Disability,Overall | India - North,Headcount,136,count,India - North,HRIS extract
2021,Disability,Overall | India - South,Differently abled %,2.22,%,India - South,HRIS extract
2021,Disability,Overall | India - South,Headcount,7,count,India - South,HRIS extract
2021,Disability,Overall | India - East,Differently abled %,3.32,%,India - East,HRIS extract
2021,Disability,Overall | India - East,Headcount,122,count,India - East,HRIS extract
2021,Disability,Overall | India - Central,Differently abled %,2.32,%,India - Central,HRIS extract
2021,Disability,Overall | India - Central,Headcount,7,count,India - Central,HRIS extract
2021,Disability,Overall | India - North-East,Differently abled %,0.67,%,India - North-East,HRIS extract
2021,Disability,Overall | India - North-East,Headcount,44,count,India - North-East,HRIS extract
2021,Disability,Overall | Asia ex-India - SE Asia,Differently abled %,3.37,%,Asia ex-India - SE Asia,HRIS extract
2021,Disability,Overall | Asia ex-India - SE Asia,Headcount,65,count,Asia ex-India - SE Asia,HRIS extract
2021,Disability,Overall | Asia ex-India - East Asia,Differently abled %,3.15,%,Asia ex-India - East Asia,HRIS extract
2021,Disability,Overall | Asia ex-India - East Asia,Headcount,59,count,Asia ex-India - East Asia,HRIS extract
2021,Disability,Overall | Middle East & Africa,Differently abled %,1.42,%,Middle East & Africa,HRIS extract
2021,Disability,Overall | Middle East & Africa,Headcount,123,count,Middle East & Africa,HRIS extract
2021,Disability,Overall | EMEA - Western Europe,Differently abled %,1.43,%,EMEA - Western Europe,HRIS extract
2021,Disability,Overall | EMEA - Western Europe,Headcount,152,count,EMEA - Western Europe,HRIS extract
2021,Disability,Overall | EMEA - Eastern Europe,Differently abled %,3.02,%,EMEA - Eastern Europe,HRIS extract
2021,Disability,Overall | EMEA - Eastern Europe,Headcount,57,count,EMEA - Eastern Europe,HRIS extract
2021,Disability,Overall | Americas - North,Differently abled %,1.37,%,Americas - North,HRIS extract
2021,Disability,Overall | Americas - North,Headcount,72,count,Americas - North,HRIS extract
2021,Disability,Overall | Americas - LatAm,Differently abled %,1.13,%,Americas - LatAm,HRIS extract
2021,Disability,Overall | Americas - LatAm,Headcount,102,count,Americas - LatAm,HRIS extract
2021,Disability,Leadership | India - West,Differently abled %,1.85,%,India - West,HRIS extract
2021,Disability,Leadership | India - West,Headcount,127,count,India - West,HRIS extract
2021,Disability,Leadership | India - North,Differently abled %,1.25,%,India - North,HRIS extract
2021,Disability,Leadership | India - North,Headcount,87,count,India - North,HRIS extract
2021,Disability,Leadership | India - South,Differently abled %,2.27,%,India - South,HRIS extract
2021,Disability,Leadership | India - South,Headcount,93,count,India - South,HRIS extract
2021,Disability,Leadership | India - East,Differently abled %,2.37,%,India - East,HRIS extract
2021,Disability,Leadership | India - East,Headcount,167,count,India - East,HRIS extract
2021,Disability,Leadership | India - Central,Differently abled %,2.96,%,India - Central,HRIS extract
2021,Disability,Leadership | India - Central,Headcount,67,count,India - Central,HRIS extract
2021,Disability,Leadership | India - North-East,Differently abled %,1.92,%,India - North-East,HRIS extract
2021,Disability,Leadership | India - North-East,Headcount,140,count,India - North-East,HRIS extract
2021,Disability,Leadership | Asia ex-India - SE Asia,Differently abled %,3.32,%,Asia ex-India - SE Asia,HRIS extract
2021,Disability,Leadership | Asia ex-India - SE Asia,Headcount,73,count,Asia ex-India - SE Asia,HRIS extract
2021,Disability,Leadership | Asia ex-India - East Asia,Differently abled %,3.06,%,Asia ex-India - East Asia,HRIS extract
2021,Disability,Leadership | Asia ex-India - East Asia,Headcount,149,count,Asia ex-India - East Asia,HRIS extract
2021,Disability,Leadership | Middle East & Africa,Differently abled %,2.25,%,Middle East & Africa,HRIS extract
2021,Disability,Leadership | Middle East & Africa,Headcount,180,count,Middle East & Africa,HRIS extract
2021,Disability,Leadership | EMEA - Western Europe,Differently abled %,2.17,%,EMEA - Western Europe,HRIS extract
2021,Disability,Leadership | EMEA - Western Europe,Headcount,30,count,EMEA - Western Europe,HRIS extract
2021,Disability,Leadership | EMEA - Eastern Europe,Differently abled %,1.01,%,EMEA - Eastern Europe,HRIS extract
2021,Disability,Leadership | EMEA - Eastern Europe,Headcount,30,count,EMEA - Eastern Europe,HRIS extract
2021,Disability,Leadership | Americas - North,Differently abled %,3.09,%,Americas - North,HRIS extract
2021,Disability,Leadership | Americas - North,Headcount,67,count,Americas - North,HRIS extract
2021,Disability,Leadership | Americas - LatAm,Differently abled %,1.4,%,Americas - LatAm,HRIS extract
2021,Disability,Leadership | Americas - LatAm,Headcount,142,count,Americas - LatAm,HRIS extract
2021,Disability,Junior | India - West,Differently abled %,3.13,%,India - West,HRIS extract
2021,Disability,Junior | India - West,Headcount,59,count,India - West,HRIS extract
2021,Disability,Junior | India - North,Differently abled %,0.68,%,India - North,HRIS extract
2021,Disability,Junior | India - North,Headcount,169,count,India - North,HRIS extract
2021,Disability,Junior | India - South,Differently abled %,1.26,%,India - South,HRIS extract
2021,Disability,Junior | India - South,Headcount,69,count,India - South,HRIS extract
2021,Disability,Junior | India - East,Differently abled %,1.89,%,India - East,HRIS extract
2021,Disability,Junior | India - East,Headcount,127,count,India - East,HRIS extract
2021,Disability,Junior | India - Central,Differently abled %,1.62,%,India - Central,HRIS extract
2021,Disability,Junior | India - Central,Headcount,52,count,India - Central,HRIS extract
2021,Disability,Junior | India - North-East,Differently abled %,1.32,%,India - North-East,HRIS extract
2021,Disability,Junior | India - North-East,Headcount,88,count,India - North-East,HRIS extract
2021,Disability,Junior | Asia ex-India - SE Asia,Differently abled %,0.52,%,Asia ex-India - SE Asia,HRIS extract
2021,Disability,Junior | Asia ex-India - SE Asia,Headcount,66,count,Asia ex-India - SE Asia,HRIS extract
2021,Disability,Junior | Asia ex-India - East Asia,Differently abled %,2.8,%,Asia ex-India - East Asia,HRIS extract
2021,Disability,Junior | Asia ex-India - East Asia,Headcount,54,count,Asia ex-India - East Asia,HRIS extract
2021,Disability,Junior | Middle East & Africa,Differently abled %,2.89,%,Middle East & Africa,HRIS extract
2021,Disability,Junior | Middle East & Africa,Headcount,155,count,Middle East & Africa,HRIS extract
2021,Disability,Junior | EMEA - Western Europe,Differently abled %,0.87,%,EMEA - Western Europe,HRIS extract
2021,Disability,Junior | EMEA - Western Europe,Headcount,172,count,EMEA - Western Europe,HRIS extract
2021,Disability,Junior | EMEA - Eastern Europe,Differently abled %,0.78,%,EMEA - Eastern Europe,HRIS extract
2021,Disability,Junior | EMEA - Eastern Europe,Headcount,118,count,EMEA - Eastern Europe,HRIS extract
2021,Disability,Junior | Americas - North,Differently abled %,2.94,%,Americas - North,HRIS extract
2021,Disability,Junior | Americas - North,Headcount,144,count,Americas - North,HRIS extract
2021,Disability,Junior | Americas - LatAm,Differently abled %,3.29,%,Americas - LatAm,HRIS extract
2021,Disability,Junior | Americas - LatAm,Headcount,3,count,Americas - LatAm,HRIS extract
2021,Disability,New Hires | India - West,Differently abled %,3.46,%,India - West,HRIS extract
2021,Disability,New Hires | India - West,Headcount,156,count,India - West,HRIS extract
2021,Disability,New Hires | India - North,Differently abled %,0.75,%,India - North,HRIS extract
2021,Disability,New Hires | India - North,Headcount,118,count,India - North,HRIS extract
2021,Disability,New Hires | India - South,Differently abled %,0.65,%,India - South,HRIS extract
2021,Disability,New Hires | India - South,Headcount,117,count,India - South,HRIS extract
2021,Disability,New Hires | India - East,Differently abled %,2.33,%,India - East,HRIS extract
2021,Disability,New Hires | India - East,Headcount,24,count,India - East,HRIS extract
2021,Disability,New Hires | India - Central,Differently abled %,1.09,%,India - Central,HRIS extract
2021,Disability,New Hires | India - Central,Headcount,157,count,India - Central,HRIS extract
