company,year,sector,revenue,net_profit,total_assets,total_liabilities,current_assets,current_liabilities,ppe_net,capex,depreciation,interest_expense,ebitda,operating_cash_flow,net_debt,goodwill,intangibles
Larkspur Energy Holdings,2018,Oil & Gas Upstream,13455.67,1659.8,41193.44,24211.53,10117.5,9554.59,23324.82,1022.78,2043.45,933.41,2826.41,2293.73,7674.54,1915.74,1101.55
Larkspur Energy Holdings,2019,Oil & Gas Upstream,15055.88,1593.34,45622.14,25282.1,12536.4,6569.1,28264.19,1417.53,1788.29,1016.4,3500.51,3076.56,8958.61,1731.06,1255.05
Larkspur Energy Holdings,2020,Oil & Gas Upstream,15550.0,1461.87,49184.15,37583.54,12121.61,8843.09,24421.9,1211.68,2242.57,1344.87,1878.99,1372.59,12673.03,730.06,389.29
Larkspur Energy Holdings,2021,Oil & Gas Upstream,15715.96,1543.22,48622.81,34961.61,15453.48,13947.24,20708.36,1283.87,2022.55,1153.01,4171.23,3316.42,15186.2,2714.46,378.62
Larkspur Energy Holdings,2022,Oil & Gas Upstream,16988.74,1453.44,53669.61,34266.03,12505.77,9748.65,29744.34,1912.23,2108.22,2159.75,4337.39,3620.45,18233.32,1637.15,1339.73
Larkspur Energy Holdings,2023,Oil & Gas Upstream,18532.68,993.1,53139.3,40968.43,14415.03,10140.15,25082.87,2494.14,1554.6,2124.7,5070.37,4023.38,16582.63,785.51,1095.55
Larkspur Energy Holdings,2024,Oil & Gas Upstream,18079.79,1150.97,59054.36,40949.8,14086.55,11889.49,27896.36,2520.78,1886.09,2408.32,2529.05,2119.38,22170.01,1913.58,331.11
Solstice Resources Ltd,1989,Oil & Gas Upstream,363.74,20.28,961.47,704.28,198.86,262.95,592.19,49.79,48.41,43.38,78.25,53.94,272.21,11.54,19.9
Solstice Resources Ltd,1990,Oil & Gas Upstream,388.49,28.09,1036.54,645.01,279.73,217.49,448.0,42.98,33.74,23.13,68.35,46.0,336.27,59.8,35.66
Solstice Resources Ltd,1991,Oil & Gas Upstream,383.73,36.27,1069.51,640.84,194.11,253.35,459.89,28.26,32.52,23.72,88.97,76.86,225.06,32.84,14.43
Solstice Resources Ltd,1992,Oil & Gas Upstream,384.1,34.29,1173.23,660.03,291.68,165.06,576.21,33.71,34.63,41.77,75.72,59.67,278.34,45.91,6.65
Solstice Resources Ltd,1993,Oil & Gas Upstream,417.34,21.17,1146.58,863.48,365.09,285.62,500.62,47.25,49.63,46.57,121.06,99.01,339.85,14.08,13.2
Solstice Resources Ltd,1994,Oil & Gas Upstream,453.02,27.66,1255.15,818.08,388.66,279.22,705.47,39.66,47.87,47.76,96.55,84.09,426.39,56.68,11.27
Solstice Resources Ltd,1995,Oil & Gas Upstream,475.79,40.55,1333.24,948.51,359.48,342.33,690.93,38.19,58.73,43.49,106.24,81.55,439.96,59.11,35.86
Solstice Resources Ltd,1996,Oil & Gas Upstream,489.16,36.47,1405.81,802.25,280.68,229.73,866.07,46.93,54.41,43.06,99.08,74.61,371.2,2.78,54.82
Solstice Resources Ltd,1997,Oil & Gas Upstream,583.29,37.88,1455.62,844.4,420.04,280.1,820.2,47.32,81.72,45.69,116.23,98.54,393.17,26.1,27.72
Solstice Resources Ltd,1998,Oil & Gas Upstream,540.59,44.45,1474.75,888.92,325.3,201.63,836.85,46.1,68.45,28.95,110.89,104.12,348.82,55.21,38.66
Solstice Resources Ltd,1999,Oil & Gas Upstream,636.05,48.64,1574.51,931.88,434.11,288.64,914.81,67.32,81.03,41.96,124.84,110.56,365.31,0.68,33.24
Solstice Resources Ltd,2000,Oil & Gas Upstream,674.69,41.34,1688.62,1117.21,434.91,352.99,784.76,74.42,62.03,39.48,149.63,124.01,527.0,8.67,60.52
Solstice Resources Ltd,2001,Oil & Gas Upstream,702.22,74.47,1853.28,1029.7,336.95,357.92,1070.48,77.57,74.91,59.03,129.99,92.08,426.33,84.59,41.05
Solstice Resources Ltd,2002,Oil & Gas Upstream,703.68,51.5,1799.84,999.61,502.59,247.28,976.64,60.8,94.77,46.68,114.9,81.56,499.04,45.78,10.01
Solstice Resources Ltd,2003,Oil & Gas Upstream,737.25,57.73,1896.1,1215.45,551.29,340.77,1076.11,71.0,81.33,50.35,153.2,106.61,381.43,67.02,14.94
Solstice Resources Ltd,2004,Oil & Gas Upstream,750.58,82.74,2185.55,1437.83,572.4,354.93,1086.17,71.42,105.47,45.77,178.87,144.11,461.06,60.37,69.58
Solstice Resources Ltd,2005,Oil & Gas Upstream,862.0,100.8,2204.88,1395.88,673.83,441.72,1067.08,80.76,103.65,88.61,210.3,139.88,647.06,55.44,64.59
Solstice Resources Ltd,2006,Oil & Gas Upstream,906.7,82.99,2269.95,1631.16,529.37,583.77,1174.78,69.07,84.89,77.6,213.37,173.06,879.96,114.46,13.19
Solstice Resources Ltd,2007,Oil & Gas Upstream,938.92,78.82,2497.94,1540.61,664.52,434.39,1256.89,122.96,87.3,88.05,262.83,173.17,478.72,115.13,74.07
Solstice Resources Ltd,2008,Oil & Gas Upstream,930.19,86.48,2403.23,1424.43,507.44,386.72,1414.59,90.11,86.76,80.06,217.29,175.65,594.73,135.14,76.88
Solstice Resources Ltd,2009,Oil & Gas Upstream,1019.75,130.47,2549.68,1908.57,652.03,518.4,1187.24,74.35,95.02,63.76,243.94,189.21,944.21,67.93,79.51
Solstice Resources Ltd,2010,Oil & Gas Upstream,1042.58,109.73,2913.55,2201.31,744.83,755.99,1446.39,142.66,122.73,110.58,193.58,159.85,1168.19,135.15,39.23
Solstice Resources Ltd,2011,Oil & Gas Upstream,1199.89,73.07,2923.55,1705.18,927.08,639.33,1377.46,165.4,90.59,109.87,326.87,257.06,519.82,86.41,61.21
Solstice Resources Ltd,2012,Oil & Gas Upstream,1227.6,143.98,3162.41,2244.78,587.98,579.17,1537.55,124.32,153.49,124.29,309.86,221.36,1204.98,117.82,91.79
Solstice Resources Ltd,2013,Oil & Gas Upstream,1351.76,107.67,3397.39,2246.42,938.17,783.19,1965.1,144.8,156.49,110.14,206.42,146.07,833.71,42.98,104.12
Solstice Resources Ltd,2014,Oil & Gas Upstream,1427.51,140.59,3604.01,2583.92,699.45,795.77,2181.07,176.24,135.96,107.43,274.49,200.83,839.4,203.79,92.47
Solstice Resources Ltd,2015,Oil & Gas Upstream,1395.61,99.84,3496.29,2169.89,649.48,580.2,1429.66,180.12,129.18,114.25,267.63,244.44,973.19,48.5,115.07
Solstice Resources Ltd,2016,Oil & Gas Upstream,1573.08,156.84,3857.73,2825.83,715.91,969.71,1726.01,205.86,153.68,107.82,437.68,295.15,1008.97,80.3,72.04
Solstice Resources Ltd,2017,Oil & Gas Upstream,1500.3,110.27,3983.44,2786.14,1112.08,762.87,2332.87,207.02,205.92,161.31,432.67,398.57,1321.36,129.72,30.4
Solstice Resources Ltd,2018,Oil & Gas Upstream,1643.73,126.55,3958.8,3086.18,1048.64,1149.92,1942.0,175.71,157.17,133.6,396.11,308.58,1562.21,57.36,132.39
Solstice Resources Ltd,2019,Oil & Gas Upstream,1692.72,258.47,4252.05,3215.76,1213.86,1208.35,1714.91,205.26,145.56,159.18,454.64,362.43,1144.15,227.76,165.88
Solstice Resources Ltd,2020,Oil & Gas Upstream,1655.53,46.94,4421.79,2798.35,1241.79,1086.97,1777.06,216.31,135.16,129.2,398.51,316.42,1023.64,196.28,156.2
Solstice Resources Ltd,2021,Oil & Gas Upstream,1842.75,104.5,4942.65,2898.14,1571.6,1056.05,2769.54,151.87,191.75,140.28,380.61,334.46,1427.38,138.55,138.74
Solstice Resources Ltd,2022,Oil & Gas Upstream,1860.86,204.01,5118.17,3261.47,1186.24,1011.89,2459.57,193.05,231.4,135.77,334.06,254.62,1524.15,16.11,54.28
Solstice Resources Ltd,2023,Oil & Gas Upstream,2041.21,158.77,5516.69,3056.11,1635.72,970.64,2811.97,131.04,231.32,107.0,643.84,418.74,1517.32,17.04,143.36
Solstice Resources Ltd,2024,Oil & Gas Upstream,2410.62,259.12,5545.9,4148.8,1139.49,1186.98,3126.65,221.46,302.78,133.14,572.65,494.66,1280.85,325.13,177.39
Iron Crown Energy Co,1989,Oil & Gas Upstream,292.44,41.1,756.65,476.87,197.07,157.41,316.33,27.36,25.1,30.18,86.93,78.4,170.47,29.61,5.24
Iron Crown Energy Co,1990,Oil & Gas Upstream,307.92,18.59,826.17,582.85,259.3,146.6,345.28,27.65,21.65,31.68,64.67,43.11,311.34,27.0,19.49
Iron Crown Energy Co,1991,Oil & Gas Upstream,327.58,18.2,816.51,610.14,216.18,223.53,373.31,31.32,24.61,31.36,81.12,56.91,216.77,24.25,10.29
Iron Crown Energy Co,1992,Oil & Gas Upstream,336.34,29.58,910.32,703.07,200.3,232.54,366.1,26.43,29.4,35.55,76.19,54.2,288.27,11.31,26.67
Iron Crown Energy Co,1993,Oil & Gas Upstream,360.13,26.47,930.63,612.94,174.49,135.67,431.79,31.41,34.69,30.82,86.41,62.26,194.44,14.08,17.78
Iron Crown Energy Co,1994,Oil & Gas Upstream,403.1,36.41,987.79,673.14,224.19,232.14,530.04,26.96,51.37,21.26,99.02,64.94,339.07,10.95,28.82
Iron Crown Energy Co,1995,Oil & Gas Upstream,431.41,23.48,955.46,683.98,262.93,231.47,471.7,50.35,44.92,40.17,91.6,83.52,308.29,22.24,24.57
Iron Crown Energy Co,1996,Oil & Gas Upstream,440.44,36.16,1025.64,768.53,257.9,213.46,457.85,49.88,42.71,28.52,63.85,55.5,381.53,52.54,15.74
Iron Crown Energy Co,1997,Oil & Gas Upstream,483.19,45.29,1100.09,744.89,240.09,295.59,452.46,33.67,35.45,41.08,133.5,94.99,269.31,60.25,41.99
Iron Crown Energy Co,1998,Oil & Gas Upstream,485.61,51.5,1113.77,635.96,277.34,214.28,627.17,40.68,44.82,30.47,109.44,89.34,232.19,27.58,41.67
Iron Crown Energy Co,1999,Oil & Gas Upstream,511.45,36.54,1217.67,698.19,270.49,234.39,573.94,64.69,39.38,27.67,92.26,68.86,346.8,15.12,43.4
Iron Crown Energy Co,2000,Oil & Gas Upstream,516.96,75.71,1357.87,1015.34,406.02,331.8,554.32,45.4,39.47,41.87,123.58,99.5,432.63,3.1,35.01
Iron Crown Energy Co,2001,Oil & Gas Upstream,604.77,54.8,1292.01,919.09,284.27,239.63,697.77,57.08,64.44,36.56,163.55,122.4,465.54,35.82,17.81
Iron Crown Energy Co,2002,Oil & Gas Upstream,623.59,48.33,1414.44,978.56,397.32,246.21,679.83,42.54,44.85,53.96,184.68,158.14,330.05,12.87,14.88
Iron Crown Energy Co,2003,Oil & Gas Upstream,631.76,39.39,1561.82,1033.4,449.62,265.58,835.13,59.27,75.07,33.49,155.69,134.72,541.52,39.67,44.72
Iron Crown Energy Co,2004,Oil & Gas Upstream,664.45,64.09,1565.25,939.76,416.56,220.43,861.32,59.26,60.71,43.92,151.04,133.73,478.6,45.13,23.46
Iron Crown Energy Co,2005,Oil & Gas Upstream,689.16,41.96,1645.52,944.57,305.1,358.65,978.43,74.71,92.79,28.73,129.16,87.98,342.23,19.14,43.36
Iron Crown Energy Co,2006,Oil & Gas Upstream,690.48,60.63,1692.31,948.86,536.48,326.05,928.43,56.88,64.73,55.36,209.05,147.13,447.85,26.95,20.03
Iron Crown Energy Co,2007,Oil & Gas Upstream,859.71,84.73,1800.33,1041.96,393.84,300.04,863.18,117.54,67.06,35.21,231.65,151.6,362.24,17.06,38.59
Iron Crown Energy Co,2008,Oil & Gas Upstream,803.56,66.74,1950.98,1294.69,562.68,448.3,1004.98,91.77,80.69,63.45,187.67,137.85,587.96,43.49,57.33
Iron Crown Energy Co,2009,Oil & Gas Upstream,849.48,69.67,1949.27,1456.18,412.53,331.69,850.56,75.6,74.71,82.78,146.76,121.72,528.95,68.21,18.24
Iron Crown Energy Co,2010,Oil & Gas Upstream,921.78,77.39,2022.59,1133.23,495.18,310.53,929.01,81.13,87.99,39.71,168.2,112.65,568.61,76.19,28.43
Iron Crown Energy Co,2011,Oil & Gas Upstream,932.85,84.53,2252.97,1403.24,660.73,517.2,1014.35,102.62,94.22,76.46,268.43,204.0,590.08,106.07,33.52
Iron Crown Energy Co,2012,Oil & Gas Upstream,985.95,66.14,2473.78,1588.14,711.56,538.8,1011.91,126.73,83.58,77.34,218.38,172.72,712.25,9.06,15.76
Iron Crown Energy Co,2013,Oil & Gas Upstream,1047.16,64.46,2573.05,1918.69,811.85,672.96,1565.44,75.25,144.08,106.35,272.99,186.27,908.45,76.56,45.51
Iron Crown Energy Co,2014,Oil & Gas Upstream,1135.83,127.93,2569.92,1826.42,745.9,586.41,1235.61,111.93,95.96,64.12,329.73,273.71,742.56,106.43,101.85
Iron Crown Energy Co,2015,Oil & Gas Upstream,1174.23,145.17,2772.92,1842.65,801.57,718.2,1613.1,145.59,139.22,82.98,212.93,183.03,585.37,40.92,84.49
Iron Crown Energy Co,2016,Oil & Gas Upstream,1223.78,82.49,2841.31,1644.7,536.06,472.43,1245.13,142.14,89.1,77.96,217.52,155.09,821.68,49.57,66.43
Iron Crown Energy Co,2017,Oil & Gas Upstream,1375.78,77.75,3006.81,2182.01,637.05,510.33,1251.62,104.67,92.9,78.61,312.16,245.99,1196.98,168.67,78.86
Iron Crown Energy Co,2018,Oil & Gas Upstream,1369.08,110.81,3147.71,2326.78,840.72,754.12,1399.5,137.97,103.16,139.84,329.33,312.07,1189.07,48.63,83.27
Iron Crown Energy Co,2019,Oil & Gas Upstream,1461.17,85.72,3325.83,1896.95,908.54,498.23,1622.23,157.16,108.64,87.86,374.85,307.31,722.61,93.67,122.58
Iron Crown Energy Co,2020,Oil & Gas Upstream,1426.44,62.71,3569.44,2634.42,1091.53,619.48,1524.71,113.15,140.05,93.61,374.7,307.77,1044.21,44.82,127.46
Iron Crown Energy Co,2021,Oil & Gas Upstream,1745.15,194.76,3790.14,2945.67,942.57,741.98,2297.87,165.7,146.08,108.91,433.61,410.34,1332.66,136.96,22.13
Iron Crown Energy Co,2022,Oil & Gas Upstream,1784.92,139.3,3741.89,2458.62,708.95,930.29,1731.77,228.81,143.17,158.62,309.64,216.68,1310.19,84.51,107.37
Iron Crown Energy Co,2023,Oil & Gas Upstream,1757.08,67.88,3990.66,3079.39,772.13,862.08,2238.47,198.82,167.16,156.55,422.15,379.57,1363.7,60.31,67.61
Iron Crown Energy Co,2024,Oil & Gas Upstream,1951.83,121.2,4442.36,3317.59,962.69,944.1,2232.71,269.21,151.29,163.59,537.36,374.6,1234.14,126.88,161.35
Forge Oil & Gas Co,1989,Oil & Gas Upstream,3478.88,309.67,11660.12,6609.61,3162.75,2220.84,5845.92,281.31,484.0,323.56,601.7,513.73,2350.93,460.14,235.56
Forge Oil & Gas Co,1990,Oil & Gas Upstream,3746.54,337.92,12197.01,9505.0,2978.95,3507.88,5380.86,279.58,465.15,542.97,961.31,836.83,5216.49,701.37,360.4
Forge Oil & Gas Co,1991,Oil & Gas Upstream,3989.78,364.62,12097.02,9393.63,3152.03,3044.13,6047.23,456.34,415.22,446.3,1022.98,960.01,4612.87,516.0,62.68
Forge Oil & Gas Co,1992,Oil & Gas Upstream,4401.41,496.95,12701.96,9346.42,3681.98,2456.13,5102.61,382.62,423.04,531.72,883.2,633.14,4708.53,704.7,424.36
Forge Oil & Gas Co,1993,Oil & Gas Upstream,4779.3,480.56,13880.79,10118.3,3196.06,2893.84,7778.75,667.57,675.13,355.4,1168.12,1093.31,3341.2,267.72,303.49
Forge Oil & Gas Co,1994,Oil & Gas Upstream,4614.52,390.47,14968.32,8491.57,2855.12,2941.54,7104.13,341.24,645.98,545.83,1128.32,858.09,4494.25,80.55,544.98
Forge Oil & Gas Co,1995,Oil & Gas Upstream,4848.9,434.37,15353.7,11728.04,4360.53,4303.97,8219.96,316.15,730.34,429.92,1223.79,1060.46,6275.43,534.32,327.82
Forge Oil & Gas Co,1996,Oil & Gas Upstream,5192.07,410.73,16425.15,10918.76,3813.98,3150.12,9848.52,399.08,838.76,600.6,1162.72,889.56,4107.47,913.34,473.71
Forge Oil & Gas Co,1997,Oil & Gas Upstream,5702.15,497.02,16261.27,11409.94,3106.26,3595.5,9240.82,440.39,650.9,599.9,1350.52,1113.0,4725.42,431.47,278.71
Forge Oil & Gas Co,1998,Oil & Gas Upstream,5365.96,456.84,18173.68,13682.75,5200.74,4345.73,8744.45,501.61,566.35,487.2,1231.57,800.96,4188.57,768.12,715.76
Forge Oil & Gas Co,1999,Oil & Gas Upstream,6307.65,713.59,17993.08,13192.45,5214.66,3311.44,7289.4,556.84,589.97,805.73,1220.67,924.08,5940.77,978.8,205.5
Forge Oil & Gas Co,2000,Oil & Gas Upstream,6092.67,769.41,18557.62,12782.7,4600.77,3061.46,11201.42,811.18,977.02,740.81,1536.15,1006.38,4757.64,618.06,263.27
Forge Oil & Gas Co,2001,Oil & Gas Upstream,6871.73,572.21,19890.3,13528.66,3894.93,4329.4,8185.63,602.52,809.41,791.54,838.15,770.86,4260.23,750.44,700.25
Forge Oil & Gas Co,2002,Oil & Gas Upstream,7215.68,509.27,21968.02,15021.61,6113.96,5563.02,11454.14,586.08,968.58,875.86,1521.23,1006.23,5726.93,467.74,785.24
Forge Oil & Gas Co,2003,Oil & Gas Upstream,6736.12,640.44,23298.74,16675.5,5183.62,6299.92,13035.49,660.66,1162.13,1062.18,1401.42,1212.69,5745.28,149.64,844.8
Forge Oil & Gas Co,2004,Oil & Gas Upstream,8096.78,808.44,24294.8,17909.32,4870.13,5342.24,14366.8,676.61,1395.3,1138.0,2410.16,2131.08,7835.59,975.3,618.7
Forge Oil & Gas Co,2005,Oil & Gas Upstream,8447.93,385.44,25874.59,17655.2,5354.97,4536.54,12355.08,722.1,1175.4,1104.48,2167.47,1824.71,6305.41,510.97,600.02
Forge Oil & Gas Co,2006,Oil & Gas Upstream,8987.97,771.49,26791.72,17313.87,6183.69,5580.45,13115.65,1139.34,1210.8,648.48,2111.61,1524.42,7836.4,416.47,564.8
Forge Oil & Gas Co,2007,Oil & Gas Upstream,8779.95,967.37,26305.38,15607.8,6325.65,4739.78,16136.95,707.52,1098.01,751.74,2157.33,1858.67,6116.25,141.96,633.94
Forge Oil & Gas Co,2008,Oil & Gas Upstream,9754.78,1398.8,28954.98,20100.67,9039.69,5262.39,17137.86,881.94,1276.15,672.24,2286.7,1674.38,7506.07,898.78,577.88
Forge Oil & Gas Co,2009,Oil & Gas Upstream,10163.5,1684.47,30204.97,17728.4,5818.77,4857.39,12390.74,954.77,1189.4,978.29,2690.08,2042.29,8768.47,41.83,1154.01
Forge Oil & Gas Co,2010,Oil & Gas Upstream,10286.94,427.2,31487.8,23504.24,9862.43,5231.46,15110.78,971.93,1302.76,943.88,1509.79,1351.34,11922.49,13.42,615.72
Forge Oil & Gas Co,2011,Oil & Gas Upstream,11957.62,293.5,33744.18,20479.34,7207.21,7979.49,14140.74,1490.98,907.11,885.69,2346.77,1715.94,10261.92,1568.93,1212.17
Forge Oil & Gas Co,2012,Oil & Gas Upstream,11819.67,777.44,35957.26,24774.9,6954.19,8543.64,21684.72,1493.99,1667.32,1561.7,2608.11,2370.53,8717.14,1966.35,227.07
Forge Oil & Gas Co,2013,Oil & Gas Upstream,12820.95,1045.69,38815.68,29468.45,11831.76,11761.94,15911.91,1046.84,1083.37,1843.5,2912.2,2105.21,12421.36,772.07,840.8
Forge Oil & Gas Co,2014,Oil & Gas Upstream,13417.69,1499.19,37597.8,24849.07,9880.38,7638.41,16588.87,1507.59,1113.78,1023.32,3321.69,3026.95,11050.56,2253.6,706.12
Forge Oil & Gas Co,2015,Oil & Gas Upstream,13822.91,1460.39,40134.3,29614.4,7592.66,11431.71,24812.34,927.14,2262.27,981.82,1774.5,1600.33,9965.56,2291.59,686.22
Forge Oil & Gas Co,2016,Oil & Gas Upstream,14452.34,1702.72,45002.63,29374.67,11373.68,7536.65,18546.07,1242.84,1174.06,1411.22,3158.76,2641.98,15997.37,875.2,1436.12
Forge Oil & Gas Co,2017,Oil & Gas Upstream,15670.61,609.47,45148.88,29341.63,10022.4,8756.62,18621.42,999.34,1464.68,1881.87,2449.73,2063.11,14562.57,2228.88,1595.03
Forge Oil & Gas Co,2018,Oil & Gas Upstream,17578.25,1134.13,47672.68,37090.65,8618.16,12494.78,27804.61,2410.45,2659.62,1690.6,2116.68,1643.27,17637.06,2634.91,296.26
Forge Oil & Gas Co,2019,Oil & Gas Upstream,18880.28,1154.3,50650.05,32272.26,10787.18,9664.64,26882.08,2393.06,2554.52,1788.29,4796.32,3295.21,13266.48,1180.31,1216.4
Forge Oil & Gas Co,2020,Oil & Gas Upstream,17473.84,1749.1,51029.66,30271.09,13089.12,10221.91,25225.05,2141.13,2122.07,1037.18,3355.39,2955.71,15044.35,1038.97,1598.19
Forge Oil & Gas Co,2021,Oil & Gas Upstream,20424.43,2043.16,52780.67,39996.15,13540.16,9204.22,25735.1,2067.96,1851.75,1488.58,4811.51,3795.61,21122.75,589.65,633.61
Forge Oil & Gas Co,2022,Oil & Gas Upstream,19323.49,1802.4,56513.58,37214.29,10527.24,9547.53,29362.66,2608.1,1790.4,1921.64,4312.63,3762.05,16916.72,2832.0,1881.46
Forge Oil & Gas Co,2023,Oil & Gas Upstream,19536.35,1400.97,58901.86,39987.45,12609.67,13199.57,27045.08,1409.82,2220.33,2126.49,3493.57,2978.02,13453.75,49.85,1421.14
Forge Oil & Gas Co,2024,Oil & Gas Upstream,22851.29,1657.47,67964.3,50352.09,21317.05,17837.46,35907.1,2213.16,2447.99,2522.27,4746.62,3311.77,22642.0,2659.08,588.91
Citadel Energy Ltd,1989,Oil & Gas Upstream,1656.84,176.29,5528.65,3890.38,1196.55,1474.26,3192.58,216.15,272.12,237.3,405.32,350.58,2126.26,74.53,159.21
Citadel Energy Ltd,1990,Oil & Gas Upstream,1553.88,123.3,6072.17,4603.22,1297.36,1828.05,2769.2,168.22,234.3,233.16,395.72,357.82,1893.23,238.22,241.0
Citadel Energy Ltd,1991,Oil & Gas Upstream,1642.89,114.02,6244.29,4867.92,1377.83,1600.81,3538.72,136.97,308.22,298.65,274.12,180.16,1579.38,156.63,47.21
Citadel Energy Ltd,1992,Oil & Gas Upstream,1599.87,170.85,6817.81,4224.15,1588.33,1165.66,3265.08,109.54,300.38,193.49,393.49,299.53,1938.42,82.82,164.61
Citadel Energy Ltd,1993,Oil & Gas Upstream,1806.89,161.97,6831.51,5156.59,1766.73,1776.46,3679.3,141.45,314.85,163.61,346.12,271.95,2082.32,256.47,105.71
Citadel Energy Ltd,1994,Oil & Gas Upstream,1965.28,180.06,6809.18,5050.45,1615.03,1877.54,3158.59,253.08,242.15,166.97,361.01,328.2,1765.22,261.44,176.85
Citadel Energy Ltd,1995,Oil & Gas Upstream,2083.05,153.27,7934.86,5299.15,2230.29,1931.31,3986.89,148.38,378.59,330.7,426.22,325.39,2296.65,336.35,108.34
Citadel Energy Ltd,1996,Oil & Gas Upstream,2109.15,133.84,7970.92,5036.32,2259.15,1563.56,3555.49,176.31,328.02,187.8,516.54,449.87,2676.03,385.67,75.24
Citadel Energy Ltd,1997,Oil & Gas Upstream,2263.32,203.11,8015.36,5151.61,2035.46,2006.89,3384.54,190.51,334.4,216.83,700.86,587.86,1586.9,110.34,55.58
Citadel Energy Ltd,1998,Oil & Gas Upstream,2346.37,231.47,8962.41,5529.29,1738.11,1856.68,4352.71,309.27,390.32,255.94,615.67,451.37,2665.68,309.97,233.55
Citadel Energy Ltd,1999,Oil & Gas Upstream,2760.72,192.84,9680.72,5701.53,1803.62,1331.41,4830.09,273.72,311.53,236.08,580.74,459.27,2728.11,567.53,268.48
Citadel Energy Ltd,2000,Oil & Gas Upstream,2891.51,202.05,9861.24,6841.23,2943.9,2131.02,5359.03,178.64,382.36,228.68,719.51,627.58,3507.77,401.26,85.54
Citadel Energy Ltd,2001,Oil & Gas Upstream,2705.72,297.9,9926.09,6586.92,3143.05,1656.8,5436.18,164.82,483.84,230.61,483.86,455.28,2943.96,110.04,351.21
Citadel Energy Ltd,2002,Oil & Gas Upstream,2914.35,249.57,10138.42,6646.56,3022.92,1486.1,5393.08,317.26,334.16,271.79,582.12,498.39,3339.3,335.89,237.33
Citadel Energy Ltd,2003,Oil & Gas Upstream,3058.36,207.7,11090.54,8556.14,2253.39,2302.66,5232.28,241.68,456.04,288.78,676.63,450.09,3180.9,550.11,98.83
Citadel Energy Ltd,2004,Oil & Gas Upstream,3352.07,420.6,11511.56,8845.44,3294.38,2029.33,6483.99,242.15,537.26,534.66,745.47,616.36,4043.26,96.37,127.93
Citadel Energy Ltd,2005,Oil & Gas Upstream,3516.3,216.88,12111.87,7297.06,3272.32,1915.1,5911.89,408.09,572.98,333.26,708.15,482.68,3314.97,496.46,369.7
Citadel Energy Ltd,2006,Oil & Gas Upstream,3739.8,223.19,13232.3,9756.07,2436.79,2518.19,7234.25,332.16,578.0,449.54,578.71,397.31,4198.16,404.46,421.28
Citadel Energy Ltd,2007,Oil & Gas Upstream,3817.52,269.5,13843.04,7637.57,4319.07,2297.7,6227.37,244.14,446.65,480.3,868.77,648.71,3117.39,131.72,422.17
Citadel Energy Ltd,2008,Oil & Gas Upstream,4186.56,313.11,15244.71,10422.61,3020.88,3057.29,8390.63,521.95,569.77,409.03,697.17,518.5,3212.41,576.98,174.0
Citadel Energy Ltd,2009,Oil & Gas Upstream,4197.51,562.96,15740.09,12267.19,4440.94,3568.3,8702.17,336.61,686.66,732.85,924.33,741.45,4623.72,247.8,521.39
Citadel Energy Ltd,2010,Oil & Gas Upstream,4545.4,403.98,15192.77,10153.94,4524.88,2460.55,9039.72,501.08,795.42,335.53,757.89,691.95,4942.33,319.63,286.94
Citadel Energy Ltd,2011,Oil & Gas Upstream,4966.04,648.2,17618.96,10804.56,3171.5,2531.44,8277.51,460.93,558.77,326.99,1144.9,794.82,5503.26,1043.68,172.55
Citadel Energy Ltd,2012,Oil & Gas Upstream,5233.21,383.53,17040.92,11333.85,3415.16,4024.85,8731.98,375.27,705.66,598.23,1231.1,927.28,3677.63,86.4,94.98
Citadel Energy Ltd,2013,Oil & Gas Upstream,4990.4,426.46,19446.43,12602.59,4865.95,3078.53,10871.54,381.98,799.27,635.83,1206.5,986.74,4223.25,723.21,759.85
Citadel Energy Ltd,2014,Oil & Gas Upstream,5725.09,415.29,19989.69,15237.29,4723.52,5043.2,10309.95,537.41,751.53,618.61,1419.9,1168.31,5948.16,338.66,246.95
Citadel Energy Ltd,2015,Oil & Gas Upstream,5719.46,380.76,20152.63,12344.76,4017.75,4445.61,11512.49,785.46,991.13,660.7,1278.16,1094.86,6207.32,772.75,553.37
